image,width_px,height_px,num_channels,source_file,recovery_file,recovered,acquisition_id,acquisition_description,acquisition_start_x_um,acquisition_start_y_um,acquisition_end_x_um,acquisition_end_y_um,acquisition_width_um,acquisition_height_um,layer_number
20220221_MB_3DAblation_BCOrganoidInEPON_002.tiff,450,450,15,20220221_MB_3DAblation_BCOrganoidInEPON.mcd,,False,2,Layer001,42855,11885,43305,11435,450,450,1
20220221_MB_3DAblation_BCOrganoidInEPON_003.tiff,450,450,15,20220221_MB_3DAblation_BCOrganoidInEPON.mcd,,False,3,Layer002,42855,11885,43305,11435,450,450,2
20220221_MB_3DAblation_BCOrganoidInEPON_004.tiff,450,450,15,20220221_MB_3DAblation_BCOrganoidInEPON.mcd,,False,4,Layer003,42855,11885,43305,11435,450,450,3
20220221_MB_3DAblation_BCOrganoidInEPON_005.tiff,450,450,15,20220221_MB_3DAblation_BCOrganoidInEPON.mcd,,False,5,Layer004,42855,11885,43305,11435,450,450,4
20220221_MB_3DAblation_BCOrganoidInEPON_006.tiff,450,450,15,20220221_MB_3DAblation_BCOrganoidInEPON.mcd,,False,6,Layer005,42855,11885,43305,11435,450,450,5
20220221_MB_3DAblation_BCOrganoidInEPON_007.tiff,450,450,15,20220221_MB_3DAblation_BCOrganoidInEPON.mcd,,False,7,Layer006,42855,11885,43305,11435,450,450,6
20220221_MB_3DAblation_BCOrganoidInEPON_008.tiff,450,450,15,20220221_MB_3DAblation_BCOrganoidInEPON.mcd,,False,8,Layer007,42855,11885,43305,11435,450,450,7
20220221_MB_3DAblation_BCOrganoidInEPON_009.tiff,450,450,15,20220221_MB_3DAblation_BCOrganoidInEPON.mcd,,False,9,Layer008,42855,11885,43305,11435,450,450,8
20220221_MB_3DAblation_BCOrganoidInEPON_010.tiff,450,450,15,20220221_MB_3DAblation_BCOrganoidInEPON.mcd,,False,10,Layer009,42855,11885,43305,11435,450,450,9
20220221_MB_3DAblation_BCOrganoidInEPON_011.tiff,450,450,15,20220221_MB_3DAblation_BCOrganoidInEPON.mcd,,False,11,Layer010,42855,11885,43305,11435,450,450,10
