Source,Target
1280,1317
1281,1177
1282,1081
1283,1127
1284,1104
1286,1186
1288,1230
1293,1330
1297,1130
1300,1080
1301,1185
1302,1289
1304,1341
1305,1207
1307,1158
1309,1264
1313,1340
1316,1166
1317,1160
1318,1195
1320,1288
1322,1234
1323,1309
1324,1316
1325,1354
1327,1222
1328,1106
1331,1304
1332,1315
1333,1206
1334,1233
1338,1297
1339,1373
1340,1240
1341,1242
1343,1273
1346,1372
1347,1197
1351,1202
1352,1223
1354,1339
1355,1176
1356,1224
1357,1255
1360,1314
1361,1169
1362,1327
1363,1338
1364,1358
1365,1395
1366,1157
1368,1182
1370,1278
1371,1162
1373,1357
1374,1181
1380,1204
1381,1280
1382,1284
1383,1344
1384,1279
1385,1281
1387,1407
1389,1287
1390,1203
1391,1418
1393,1272
1394,1333
1395,1402
1396,1193
1398,1271
1400,1357
1401,1371
1403,1239
1404,1333
1405,1406
1407,1328
1409,1237
1410,1270
1411,1320
1412,1382
1413,1394
1415,1308
1417,1216
1418,1252
1419,1294
1420,1439
1421,1205
1422,1238
1423,1276
1424,1221
1426,1324
1427,1232
1428,1349
1429,1386
1430,1414
1437,1431
1438,1266
1441,1370
1442,1250
1443,1269
1447,1254
1448,1220
1452,1310
1454,1391
1455,1405
1458,1473
1463,1458
1465,1353
1466,1472
1467,1262
1468,1300
1471,1427
1475,1449
1477,1326
1478,1391
1479,1251
1480,1286
1481,1261
1482,1268
1483,1381
1484,1362
1486,1249
1490,1350
1493,1390
1494,1437
1495,1409
1497,1332
1498,1355
1499,1367
1502,1377
1503,1404
1504,1492
1505,1389
1506,1470
1507,1489
1508,1299
1510,1380
1511,1398
1512,1416
1513,1453
1516,1306
1517,1347
1518,1387
1519,1290
1520,1376
1526,1298
1527,1293
1528,1360
1531,1379
1532,1433
1533,1462
1534,1469
1536,1476
1537,1442
1539,1400
1541,1392
1543,1480
1546,1408
1551,1446
1552,1508
1553,1498
1554,1513
1558,1388
1559,1417
1560,1454
1561,1522
1566,1331
1568,1452
1569,1503
1575,1550
1576,1359
1577,1403
1578,1529
1581,1436
1582,1441
1586,1534
1589,1517
1592,1488
1593,1450
1594,1484
1595,1445
1597,1483
1599,1457
1602,1493
1605,1490
1608,1468
1610,1494
1611,1399
1612,1481
1614,1588
1615,1552
1616,1575
1617,1419
1618,1415
1619,1459
1622,1544
1623,1557
1624,1587
1626,1512
1627,1577
1628,1601
1630,1558
1631,1514
1634,1478
1635,1519
1636,1482
1639,1564
1640,1585
1642,1516
1643,1525
1644,1604
1647,1585
1650,1533
1652,1501
1655,1625
1657,1440
1658,1542
1661,1497
1662,1510
1664,1551
1666,1556
1672,1641
1674,1574
1675,1622
1676,1622
1677,1467
1679,1528
1681,1636
1683,1547
1684,1586
1688,1613
1690,1649
1692,1506
1694,1650
1695,1477
1700,1576
1705,1640
1706,1499
1707,1599
1710,1670
1711,1515
1712,1555
1714,1509
1718,1591
1719,1644
1720,1612
1721,1667
1722,1616
1724,1603
1725,1647
1726,1656
1728,1531
1730,1696
1731,1595
1732,1660
1733,1691
1734,1708
1735,1546
1738,1639
1739,1685
1740,1618
1741,1536
1742,1651
1743,1663
1744,1699
1745,1684
1746,1539
1749,1568
1751,1687
1753,1653
1754,1621
1757,1734
1758,1535
1759,1559
1761,1676
1762,1580
1764,1695
1765,1724
1766,1740
1767,1633
1768,1742
1773,1722
1775,1693
1779,1594
1781,1579
1784,1724
1788,1563
1790,1749
1791,1566
1792,1711
1793,1554
1795,1593
1796,1662
1797,1698
1799,1733
1800,1583
1802,1710
1803,1719
1804,1741
1805,1606
1806,1646
1807,1686
1809,1703
1811,1769
1814,1627
1816,1655
1817,1709
1818,1714
1821,1753
1827,1718
1828,1764
1830,1638
1836,1750
1839,1637
1840,1736
1843,1758
1849,1648
1851,1642
1853,1661
1854,1755
1855,1629
1856,1626
1858,1732
1862,1728
1863,1805
1864,1706
1866,1763
1868,1738
1871,1814
1872,1664
1874,1727
1876,1666
1877,1680
1879,1767
1883,1735
1884,1678
1885,1757
1887,1793
1894,1690
1899,1830
1901,1804
1903,1721
1904,1834
1905,1701
1907,1683
1908,1712
1909,1715
1912,1730
1914,1697
1915,1799
1917,1705
1918,1752
1920,1813
1926,1723
1927,1796
1928,1800
1929,1819
1931,1795
1932,1761
1933,1748
1935,1857
1937,1833
1939,1774
1940,1821
1941,1832
1942,1766
1944,1737
1946,1815
1947,1826
1951,1765
1952,1771
1953,1869
1954,1759
1955,1825
1959,1801
1960,1866
1963,1848
1967,1842
1968,1871
1970,1777
1971,1812
1975,1791
1976,1788
1977,1838
1978,1852
1980,1887
1983,1823
1990,1797
1991,1816
1993,1809
1998,1818
1999,1865
2000,1891
2001,1829
2002,1803
2004,1885
2006,1828
2007,1890
2009,1831
2010,1889
2011,1827
2012,1820
2014,1895
2016,1817
2017,1901
2018,1841
2020,1897
2021,1900
2022,1846
2023,1839
2024,1840
2025,1822
2030,1854
2031,1906
2033,1859
2035,1918
2036,1878
2037,1855
2038,1862
2039,1853
2045,1923
2046,1861
2048,1926
2049,1932
2050,1934
2052,1877
2054,1913
2055,1905
2057,1914
2058,1937
2060,1873
2062,1903
2063,1925
2064,1929
2065,1948
2069,1957
2070,1939
2071,1954
2072,1940
2073,1886
2076,1956
2077,1945
2082,1915
2084,1972
2086,1888
2088,1922
2089,1936
2090,1928
2091,1975
2094,1898
2095,1919
2096,1964
2097,1893
2099,1911
2101,1924
2102,1994
2105,1944
2106,1896
2108,1935
2110,1989
2112,1943
2113,1921
2114,1938
2115,2017
2116,1909
2118,2003
2120,1904
2121,1967
2122,1907
2123,1927
2124,2010
2125,1941
2127,2009
2128,1968
2130,1997
2131,2002
2134,1946
2135,1970
2136,2032
2137,1930
2138,1992
2139,2016
2140,2012
2143,1965
2144,2027
2147,1966
2148,1963
2149,2045
2150,1955
2153,1982
2154,1979
2155,1951
2157,2042
2158,1962
2159,2028
2160,1987
2161,1991
2162,1974
2163,2008
2164,1961
2165,1942
2166,2001
2168,2056
2169,1959
2172,2004
2173,2055
2174,2048
2176,2050
2177,1996
2178,2044
2180,2073
2181,1986
2182,2076
2183,1973
2184,2007
2186,2067
2188,1993
2190,2043
2191,2080
2192,1985
2193,2036
2194,2022
2195,2024
2196,1976
2197,1990
2199,2083
2201,2031
2202,2075
2204,2000
2205,2066
2206,2079
2207,2054
2209,2018
2210,2047
2211,2086
2213,2088
2214,2100
2215,1995
2216,2053
2217,2087
2218,2071
2219,1999
2221,2014
2222,2049
2224,2104
2225,2026
2226,2103
2228,2033
2229,2046
2230,2078
2231,2060
2232,2070
2233,2020
2235,2099
2237,2051
2239,2109
2240,2037
2241,1999
2242,2059
2243,2117
2245,2112
2246,2034
2247,2040
2249,2095
2251,2057
2252,2058
2255,2072
2256,2091
2258,2085
2259,2118
2260,2120
2261,2126
2262,2090
2263,2098
2264,2097
2265,2061
2266,2064
2267,2074
2268,2092
2270,2084
2272,2077
2275,2081
2276,2107
2278,2108
2279,2110
2280,2124
2285,2102
