Source,Target
600,618
601,530
602,538
603,550
604,595
605,573
606,580
608,556
609,572
612,631
614,543
615,542
617,527
619,613
621,601
622,633
623,620
625,629
628,555
630,643
634,627
635,647
636,651
637,657
638,589
639,587
640,605
642,600
643,598
644,655
645,656
646,571
649,638
651,599
652,596
654,662
655,672
658,650
659,637
660,664
662,609
663,615
664,677
665,673
668,616
669,641
670,660
671,668
673,653
674,681
675,688
676,692
677,625
678,670
679,649
680,682
681,689
682,635
684,624
686,687
687,701
692,644
694,669
695,683
698,708
699,646
700,707
702,659
703,691
705,712
707,714
711,666
712,658
713,698
714,719
715,715
716,720
717,663
718,724
719,665
720,705
721,678
723,710
725,733
727,718
730,741
731,723
732,695
734,721
735,726
736,745
738,690
739,709
741,727
746,693
748,732
749,703
750,743
751,716
752,736
753,750
755,725
756,730
758,740
759,744
763,771
764,749
767,752
769,788
771,815
772,765
774,748
777,767
778,751
780,770
781,758
782,781
783,784
785,772
787,768
791,814
792,776
793,779
794,763
795,807
799,764
800,805
801,806
802,834
805,759
806,797
808,783
809,790
810,795
813,775
814,824
817,825
818,820
819,774
820,782
821,787
823,792
826,789
827,791
828,831
829,858
830,786
831,832
832,798
834,802
838,794
839,813
841,841
842,812
843,817
844,838
846,801
847,827
851,823
852,828
854,837
856,829
857,811
858,843
859,857
860,879
862,822
863,840
864,871
865,853
869,847
870,865
872,856
875,846
878,864
879,852
880,875
881,914
882,839
886,922
887,850
888,874
890,907
891,903
893,849
895,896
896,855
897,889
898,883
899,893
901,902
902,882
904,873
906,861
907,940
908,934
910,868
911,877
912,913
913,920
915,894
916,869
917,881
918,908
920,959
921,885
922,892
923,939
925,927
926,929
929,919
930,943
932,970
933,867
934,924
938,891
941,974
942,916
943,954
944,982
945,901
947,956
948,963
949,979
950,975
951,895
952,905
953,928
954,978
956,966
959,926
961,973
964,933
965,1000
968,1005
969,910
970,972
971,941
973,930
974,938
976,988
977,996
978,1022
979,932
980,931
981,976
983,947
984,977
985,990
986,995
987,1031
988,937
989,946
990,953
991,952
993,1010
996,999
998,1040
1002,945
1004,1028
1006,1018
1009,1014
1011,958
1014,1043
1015,955
1016,957
1017,1004
1018,993
1019,1013
1020,1026
1021,1048
1022,1046
1023,968
1024,1027
1028,1002
1029,1019
1032,986
1033,992
1034,986
1035,1038
1036,998
1037,984
1039,1050
1040,1057
1041,1054
1043,1076
1045,1003
1047,1029
1049,1077
1050,1049
1055,1033
1056,1056
1059,1037
1060,1085
1061,1036
1062,1060
1063,1063
1065,1041
1067,1086
1069,1006
1071,1034
1072,1071
1074,1103
1076,1072
1079,1091
1082,1073
1084,1059
1085,1052
1086,1062
1090,1121
1092,1058
1095,1068
1096,1095
1097,1097
1098,1105
1100,1064
1101,1094
1103,1119
1104,1081
1105,1101
1106,1112
1108,1066
1110,1099
1114,1080
1115,1075
1116,1104
1118,1079
1122,1055
1123,1078
1125,1131
1128,1120
1129,1123
1131,1153
1132,1166
1133,1152
1134,1140
1135,1171
1137,1114
1139,1107
1141,1108
1142,1115
1143,1111
1151,1109
1153,1138
1155,1165
1156,1187
1163,1184
1164,1126
1165,1106
1167,1161
1168,1172
1169,1127
1170,1150
1172,1189
1173,1137
1174,1164
1176,1124
1178,1134
1180,1133
1181,1146
1182,1160
1183,1176
1184,1179
1186,1148
1188,1135
1191,1122
1192,1132
1193,1136
1194,1175
1196,1182
1199,1174
1201,1196
1203,1213
1206,1159
1208,1221
1209,1128
1210,1163
1212,1200
1213,1155
1214,1169
1215,1227
1216,1219
1218,1154
1220,1173
1221,1218
1223,1162
1225,1209
1229,1198
1231,1193
1232,1158
1236,1142
1238,1224
1239,1197
1241,1167
1242,1229
1244,1180
1245,1266
1247,1243
1248,1237
1249,1240
1252,1177
1256,1178
1258,1246
1259,1250
1261,1272
1266,1267
1267,1190
1268,1206
1272,1208
1273,1235
1274,1258
1275,1192
1276,1207
1277,1232
1280,1249
1281,1215
1283,1297
1287,1242
1291,1278
1293,1286
1294,1276
1295,1302
1296,1248
1297,1234
1298,1301
1299,1228
1302,1239
1303,1223
1304,1233
1308,1238
1309,1312
1311,1311
1312,1331
1313,1310
1314,1319
1316,1283
1318,1315
1319,1247
1320,1245
1328,1270
1329,1282
1330,1325
1332,1290
1333,1330
1335,1345
1338,1253
1343,1268
1344,1298
1345,1274
1348,1326
1349,1309
1351,1280
1353,1349
1354,1279
1356,1289
1358,1306
1359,1370
1360,1354
1361,1356
1362,1358
1364,1362
1366,1308
1369,1295
1370,1288
1371,1307
1374,1303
1375,1304
1377,1378
1379,1372
1381,1369
1385,1317
1388,1316
1390,1381
1391,1383
1394,1397
1396,1334
1398,1333
1399,1394
1400,1384
1402,1337
1404,1332
1407,1414
1408,1395
1409,1346
1410,1410
1411,1341
1412,1355
1415,1417
1416,1429
1417,1340
1418,1350
1420,1351
1429,1363
1430,1432
1431,1419
1432,1377
1434,1436
1435,1359
1437,1437
1438,1443
1440,1368
1444,1423
1446,1376
1447,1382
1449,1404
1450,1390
1452,1434
1454,1421
1455,1447
1457,1386
1458,1459
1459,1389
1463,1462
1465,1405
1466,1407
1467,1403
1470,1416
1473,1485
1474,1421
1475,1457
1477,1469
1479,1413
1480,1453
1481,1450
1482,1473
1485,1420
1488,1418
1489,1452
1490,1431
1491,1489
1492,1412
1494,1456
1495,1472
1497,1435
1498,1497
1502,1439
1503,1499
1504,1438
1505,1455
1506,1494
1507,1500
1508,1505
1509,1449
1510,1508
1511,1445
1512,1460
1514,1479
1518,1471
1519,1502
1520,1496
1522,1483
1523,1466
1526,1514
1527,1515
1528,1528
1530,1474
1531,1493
1532,1495
1533,1487
1534,1524
1536,1470
1538,1481
1539,1530
1540,1535
1542,1491
1544,1492
1546,1480
1549,1513
1550,1507
1552,1484
1553,1518
1555,1538
1558,1512
1560,1501
1561,1498
1563,1536
1567,1548
1568,1560
1569,1552
1574,1519
1575,1516
1576,1544
1578,1526
1579,1537
1580,1563
1581,1558
1583,1509
1584,1522
1589,1556
1590,1557
1591,1571
1592,1584
1596,1580
1597,1592
1598,1546
1599,1542
1600,1555
1601,1578
1602,1589
1604,1569
1605,1587
1606,1561
1607,1568
1608,1576
1610,1604
1611,1606
1612,1559
1613,1567
1614,1575
1616,1572
1617,1602
1618,1566
1620,1594
1622,1591
1624,1574
1625,1596
1627,1573
1628,1586
1629,1588
1630,1599
1631,1593
1632,1622
1633,1590
1634,1609
1635,1633
1638,1595
1642,1620
1643,1605
1644,1607
1645,1612
1646,1614
1647,1621
1648,1598
1649,1616
1650,1595
1651,1630
1652,1617
1653,1625
1655,1640
1656,1610
1658,1615
1662,1629
1663,1642
1664,1648
1668,1627
1669,1628
1670,1623
1671,1650
1672,1631
1673,1636
1674,1641
1676,1624
1679,1639
1680,1652
1681,1634
1684,1646
1685,1656
1686,1651
1687,1661
1689,1654
1691,1645
1693,1671
1696,1673
1697,1644
1700,1638
1702,1679
1703,1691
1704,1657
1705,1678
1706,1684
1709,1676
1711,1667
1712,1688
1713,1660
1715,1666
1717,1681
1720,1687
1721,1704
1722,1696
1725,1710
1727,1694
1729,1697
1731,1706
1732,1680
1734,1705
1736,1703
1737,1713
1738,1717
1739,1723
1741,1715
1742,1716
1743,1682
1744,1702
1747,1718
1748,1720
1749,1699
1750,1712
1753,1695
1755,1722
1757,1711
1758,1743
1759,1729
1760,1728
1763,1732
1766,1719
1767,1725
1769,1734
1770,1744
1771,1741
1772,1721
1773,1735
1775,1724
1776,1745
1778,1747
1779,1731
1780,1746
1781,1749
1783,1753
1784,1757
1785,1750
1786,1748
1787,1752
1789,1754
1790,1755
1791,1764
1792,1751
1794,1758
1797,1762
1800,1765
1801,1761
1805,1767
